hid,puid,forename,middlenm,last_name,names,province,district,sector,cellule,village,month,year,age,HoH,marstat,marstatdesc,relationship,sex,telephone,lat,long,full_loc,Eaid,Dsid
24,A4D035953573,QUDDUS,,CLAUDINE,QUDDUS  CLAUDINE,WEST,RUSIZI,BUGARAMA,RYANKANA,KAYENZI,6,1947,75,SAMANTHA MAHORO,3,LIVE IN A POLYGAMOUS UNION,1,M,5982579619,-2.698248435,29.0211581,RWANDA RUSIZI BUGARAMA RYANKANA KAYENZI,RYANKANAKAYENZI,RUSIZIBUGARAMA
24,AAC417926465,SAMANTHA,,MAHORO,SAMANTHA  MAHORO,WEST,RUSIZI,BUGARAMA,RYANKANA,KAYENZI,10,1945,77,SAMANTHA MAHORO,6,NEVER MARRIED,8,F,5982579619,-2.698248435,29.0211581,RWANDA RUSIZI BUGARAMA RYANKANA KAYENZI,RYANKANAKAYENZI,RUSIZIBUGARAMA
24,AAV554715583,JOSH,,MUGARURA,JOSH  MUGARURA,WEST,RUSIZI,BUGARAMA,PERA,KABUSUNZU,11,,43,SAMANTHA MAHORO,6,NEVER MARRIED,7,M,5982579619,-2.698248435,29.0211581,RWANDA RUSIZI BUGARAMA PERA KABUSUNZU,PERAKABUSUNZU,RUSIZIBUGARAMA
24,AAV554715583,JOSH,,MUGARURA,JOSH  MUGARURA,WEST,RUSIZI,BUGARAMA,RYANKANA,KAYENZI,,1979,43,SAMANTHA MAHORO,6,NEVER MARRIED,7,M,8722032047,-2.698248435,29.0211581,RWANDA RUSIZI BUGARAMA RYANKANA KAYENZI,RYANKANAKAYENZI,RUSIZIBUGARAMA
25,AEY768597641,ATFA,DIDINE,NKUSI,ATFA DIDINE NKUSI,EAST,NYAGATARE,GATUNDA,CYAGAJU,ISANGANO,10,1960,62,CLOVIS MUSABYIMANA,,,6,F,,-1.385708687,30.23394584,RWANDA NYAGATARE GATUNDA CYAGAJU ISANGANO,CYAGAJUISANGANO,NYAGATAREGATUNDA
25,AHY228551326,CLOVIS,,MUSABYIMANA,CLOVIS  MUSABYIMANA,EAST,NYAGATARE,GATUNDA,CYAGAJU,ISANGANO,,1941,81,CLOVIS MUSABYIMANA,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,4,M,,-1.385708687,30.23394584,RWANDA NYAGATARE GATUNDA CYAGAJU ISANGANO,CYAGAJUISANGANO,NYAGATAREGATUNDA
25,AHY350687413,JAY,PI,HAVUGIMANA,JAY PI HAVUGIMANA,EAST,NYAGATARE,GATUNDA,CYAGAJU,ISANGANO,6,1965,55,CLOVIS MUSABYIMANA,5,SEPARATED,3,M,,-1.385708687,30.23394584,RWANDA NYAGATARE GATUNDA CYAGAJU ISANGANO,CYAGAJUISANGANO,NYAGATAREGATUNDA
25,AIG912423936,IRADUKUNDA,,HAVUGIMANA,IRADUKUNDA  HAVUGIMANA,EAST,NYAGATARE,GATUNDA,CYAGAJU,ISANGANO,,1995,27,CLOVIS MUSABYIMANA,7,WIDOWED,4,F,,-1.385708687,30.23394584,RWANDA NYAGATARE GATUNDA CYAGAJU ISANGANO,CYAGAJUISANGANO,NYAGATAREGATUNDA
28,AUZ049307175,SHEMA,,KAYITESI,SHEMA  KAYITESI,NORTH,MUSANZE,BUSOGO,SAHARA,NYIRAGAJU,2,1947,76,NAGZ NZEYIMANA,6,NEVER MARRIED,9,M,2101572694,-1.549843319,29.53567548,RWANDA MUSANZE BUSOGO SAHARA NYIRAGAJU,SAHARANYIRAGAJU,MUSANZEBUSOGO
28,AVL248796217,TUYISHIMIRE,,BAHATI,TUYISHIMIRE  BAHATI,NORTH,MUSANZE,BUSOGO,SAHARA,NYIRAGAJU,6,1925,67,NAGZ NZEYIMANA,,,,M,2101572694,-1.549843319,29.53567548,RWANDA MUSANZE BUSOGO SAHARA NYIRAGAJU,SAHARANYIRAGAJU,MUSANZEBUSOGO
28,AWZ655332756,NAGZ,,NZEYIMANA,NAGZ  NZEYIMANA,NORTH,MUSANZE,BUSOGO,SAHARA,NYIRAGAJU,5,,87,NAGZ NZEYIMANA,6,NEVER MARRIED,7,F,2101572694,-1.549843319,29.53567548,RWANDA MUSANZE BUSOGO SAHARA NYIRAGAJU,SAHARANYIRAGAJU,MUSANZEBUSOGO
29,AZC929139495,CHANISE,,JANVR,CHANISE  JANVR,SOUTH,NYAMAGABE,GASAKA,REMERA,GITWA,,1964,58,CHANISE JANVIER,4,DIVORCED,9,M,7084333332,-2.46859113,29.58465258,RWANDA NYAMAGABE GASAKA REMERA GITWA,REMERAGITWA,NYAMAGABEGASAKA
29,B3X292907229,JEAN,,UWIMANA,JEAN  UWIMANA,SOUTH,NYAMAGABE,GASAKA,REMERA,GITWA,11,1975,49,CHANISE JANVIER,4,DIVORCED,,M,7084333332,-2.46859113,29.58465258,RWANDA NYAMAGABE GASAKA REMERA GITWA,REMERAGITWA,NYAMAGABEGASAKA
29,BA2464827205,KARENZI,,BEATRICE,KARENZI  BEATRICE,SOUTH,NYAMAGABE,GASAKA,REMERA,GITWA,,1989,33,CHANISE JANVIER,7,WIDOWED,13,F,7084333332,-2.46859113,29.58465258,RWANDA NYAMAGABE GASAKA REMERA GITWA,REMERAGITWA,NYAMAGABEGASAKA
29,BAN842034408,DAVY,,MWESIGYE,DAVY  MWESIGYE,SOUTH,NYAMAGABE,GASAKA,REMERA,GITWA,7,1997,25,CHANISE JANVIER,7,WIDOWED,5,M,7084333332,-2.46859113,29.58465258,RWANDA NYAMAGABE GASAKA REMERA GITWA,REMERAGITWA,NYAMAGABEGASAKA
30,BAY097123961,,,UMURERWA,  UMURERWA,KIGALI,KICUKIRO,GATENGA,KARAMBO,KAMABUYE,8,1999,23,HAPPY KABERA,6,NEVER MARRIED,7,M,,-1.985459631,30.05718929,RWANDA KICUKIRO GATENGA KARAMBO KAMABUYE,KARAMBOKAMABUYE,KICUKIROGATENGA
30,BBL713505981,HAPPY,,KABERA,HAPPY  KABERA,KIGALI,KICUKIRO,GATENGA,KARAMBO,KAMABUYE,,1945,78,HAPPY KABERA,4,DIVORCED,3,F,,-1.985459631,30.05718929,RWANDA KICUKIRO GATENGA KARAMBO KAMABUYE,KARAMBOKAMABUYE,KICUKIROGATENGA
30,BHQ493972194,MWENEDATA,,,MWENEDATA  ,KIGALI,KICUKIRO,GATENGA,KARAMBO,KAMABUYE,2,2021,1,HAPPY KABERA,6,NEVER MARRIED,7,M,,-1.985459631,30.05718929,RWANDA KICUKIRO GATENGA KARAMBO KAMABUYE,KARAMBOKAMABUYE,KICUKIROGATENGA
31,BIB950269981,,,DIANE,  DIANE,WEST,RUSIZI,BUGARAMA,RYANKANA,KAYENZI,6,1973,84,MUTONI DIANE,7,WIDOWED,11,F,,-2.694218859,29.01476371,RWANDA RUSIZI BUGARAMA RYANKANA KAYENZI,RYANKANAKAYENZI,RUSIZIBUGARAMA
31,BIX395404283,ROYAL,,UWIZEYE,ROYAL  UWIZEYE,WEST,RUSIZI,BUGARAMA,RYANKANA,KAYENZI,4,1982,40,MUTONI DIANE,5,SEPARATED,8,F,,-2.694218859,29.01476371,RWANDA RUSIZI BUGARAMA RYANKANA KAYENZI,RYANKANAKAYENZI,RUSIZIBUGARAMA
31,BKA144081998,ADOLPHE,,AUGUSTINE,ADOLPHE  AUGUSTINE,WEST,RUSIZI,BUGARAMA,RYANKANA,KAYENZI,,,18,MUTONI DIANE,6,NEVER MARRIED,13,F,,-2.694218859,29.01476371,RWANDA RUSIZI BUGARAMA RYANKANA KAYENZI,RYANKANAKAYENZI,RUSIZIBUGARAMA
31,BKO108806645,MARIE,LOUISE,NIYITEGEKA,MARIE LOUISE NIYITEGEKA,WEST,RUSIZI,BUGARAMA,RYANKANA,KAYENZI,,1972,51,MUTONI DIANE,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,4,F,,-2.694218859,29.01476371,RWANDA RUSIZI BUGARAMA RYANKANA KAYENZI,RYANKANAKAYENZI,RUSIZIBUGARAMA
32,BLG026188369,PIERRE,CLESTIN,TUYIZERE,PIERRE CLESTIN TUYIZERE,WEST,KARONGI,BWISHYURA,BURUNGA,MATYAZO,4,1968,54,TRESOR DUSABE,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,5,M,5352649417,-2.085338255,29.35604606,RWANDA KARONGI BWISHYURA BURUNGA MATYAZO,BURUNGAMATYAZO,KARONGIBWISHYURA
32,BPJ850292369,TRESOR,,DUSABE,TRESOR  DUSABE,WEST,KARONGI,BWISHYURA,BURUNGA,MATYAZO,6,2006,69,TRESOR DUSABE,,,10,F,5352649417,-2.085338255,29.35604606,RWANDA KARONGI BWISHYURA BURUNGA MATYAZO,BURUNGAMATYAZO,KARONGIBWISHYURA
32,BPM121264574,REBECCA,,JEAN,REBECCA  JEAN,WEST,KARONGI,BWISHYURA,BURUNGA,MATYAZO,,1993,29,TRESOR DUSABE,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,4,F,5352649417,-2.085338255,29.35604606,RWANDA KARONGI BWISHYURA BURUNGA MATYAZO,BURUNGAMATYAZO,KARONGIBWISHYURA
33,BPS437509241,JOHN,MARRY,VITAL,JOHN MARRY VITAL,KIGALI,KICUKIRO,GATENGA,NYANZA,TABA,8,,,JOHN MARRY VITAL,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,5,M,,-1.989072994,30.08978298,RWANDA KICUKIRO GATENGA NYANZA TABA,NYANZATABA,KICUKIROGATENGA
33,BPW898270968,TRESSY,,MBARUSHIMANA,TRESSY  MBARUSHIMANA,KIGALI,KICUKIRO,GATENGA,NYANZA,TABA,8,1957,65,JOHN MARRY VITAL,3,LIVE IN A POLYGAMOUS UNION,5,F,,-1.989072994,30.08978298,RWANDA KICUKIRO GATENGA NYANZA TABA,NYANZATABA,KICUKIROGATENGA
34,BSX819088908,PATIENCE,,KAMANZI,PATIENCE  KAMANZI,KIGALI,NYARUGENGE,GITEGA,KIGARAMA,INGENZI,8,2018,5,SEDHAR KUBWIMANA,6,NEVER MARRIED,3,F,,-1.956537934,30.055013,RWANDA NYARUGENGE GITEGA KIGARAMA INGENZI,KIGARAMAINGENZI,NYARUGENGEGITEGA
34,BUS362554019,,,KUBWIMANA,  KUBWIMANA,KIGALI,NYARUGENGE,GITEGA,KIGARAMA,INGENZI,6,1975,47,SEDHAR KUBWIMANA,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,10,M,,-1.956537934,30.055013,RWANDA NYARUGENGE GITEGA KIGARAMA INGENZI,KIGARAMAINGENZI,NYARUGENGEGITEGA
34,C2B368543840,ISMAEL,,STRATON,ISMAEL  STRATON,KIGALI,NYARUGENGE,GITEGA,KIGARAMA,INGENZI,8,2013,11,SEDHAR KUBWIMANA,6,NEVER MARRIED,12,M,,-1.956537934,30.055013,RWANDA NYARUGENGE GITEGA KIGARAMA INGENZI,KIGARAMAINGENZI,NYARUGENGEGITEGA
35,C3Z489676537,UWAMAHORO,,DAMAS,UWAMAHORO  DAMAS,EAST,KIREHE,GAHARA,MUHAMBA,CYOBAHARAYE,5,1961,61,UWAMAHORO DAMAS,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,5,F,4246322811,-2.332848132,30.50578534,RWANDA KIREHE GAHARA MUHAMBA CYOBAHARAYE,MUHAMBACYOBAHARAYE,KIREHEGAHARA
35,C47524321394,AMANDA,,KAYITESI,AMANDA  KAYITESI,EAST,KIREHE,GAHARA,MUHAMBA,CYOBAHARAYE,,1974,48,UWAMAHORO DAMAS,4,DIVORCED,8,F,4246322811,-2.332848132,30.50578534,RWANDA KIREHE GAHARA MUHAMBA CYOBAHARAYE,MUHAMBACYOBAHARAYE,KIREHEGAHARA
36,C4O068308716,,,GATETE,  GATETE,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,,1924,98,BERTRAND GATETE,,,13,M,9721083915,-2.191031728,29.90222365,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI
36,CDD419821306,IRAKOZE,,,IRAKOZE  ,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,5,,56,BERTRAND GATETE,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,9,,9721083915,-2.191031728,29.90222365,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI
36,CGG844439876,BRUNO,,BOSCO,BRUNO  BOSCO,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,9,2022,4,BERTRAND GATETE,6,NEVER MARRIED,,M,9721083915,-2.191031728,29.90222365,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI
37,CGH069944424,FISTON,,BEATRICE,FISTON  BEATRICE,EAST,KAYONZA,GAHINI,JURU,MIKINGA,11,2014,8,YANNICK NIYO,6,NEVER MARRIED,6,M,2756003718,-1.847123533,30.50548264,RWANDA KAYONZA GAHINI JURU MIKINGA,JURUMIKINGA,KAYONZAGAHINI
37,CI5143190272,MARIE,CHANTAL,MUTABAZI,MARIE CHANTAL MUTABAZI,EAST,KAYONZA,GAHINI,JURU,MIKINGA,3,,43,YANNICK NIYO,,,3,F,2756003718,-1.847123533,30.50548264,RWANDA KAYONZA GAHINI JURU MIKINGA,JURUMIKINGA,KAYONZAGAHINI
37,CI5143190272,MARIE,CHANTAL,MUTABAZI,MARIE CHANTAL MUTABAZI,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,,1980,42,YANNICK NIYO,5,SEPARATED,3,F,2756003718,-1.933355387,30.01656517,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA
37,CIF019441339,YANNICK,,NIYO,YANNICK  NIYO,EAST,KAYONZA,GAHINI,JURU,MIKINGA,,1982,63,YANNICK NIYO,7,WIDOWED,7,F,9898482048,-1.847123533,30.50548264,RWANDA KAYONZA GAHINI JURU MIKINGA,JURUMIKINGA,KAYONZAGAHINI
38,CIG589022929,DIVINA,,GASANA,DIVINA  GASANA,EAST,KAYONZA,GAHINI,JURU,NYABUGOGO,1,,58,CHRIS KABAGAMBE,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,6,F,,-1.847123533,30.50548264,RWANDA KAYONZA GAHINI JURU NYABUGOGO,JURUNYABUGOGO,KAYONZAGAHINI
38,CKH811067880,CHRIS,,KABAGAMBE,CHRIS  KABAGAMBE,EAST,KAYONZA,GAHINI,JURU,NYABUGOGO,,1929,93,CHRIS KABAGAMBE,4,DIVORCED,7,M,,-1.847123533,30.50548264,RWANDA KAYONZA GAHINI JURU NYABUGOGO,JURUNYABUGOGO,KAYONZAGAHINI
38,CKI249688560,KASSIM,,NDAYISHIMIYE,KASSIM  NDAYISHIMIYE,EAST,KAYONZA,GAHINI,JURU,NYABUGOGO,4,1924,73,CHRIS KABAGAMBE,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,11,M,,-1.847123533,30.50548264,RWANDA KAYONZA GAHINI JURU NYABUGOGO,JURUNYABUGOGO,KAYONZAGAHINI
39,CME291687952,JAPHET,,ALAIN,JAPHET  ALAIN,SOUTH,NYANZA,BUSORO,GITOVU,GITEGA,6,2019,3,NIYIBIZI JEAN KAYIRANGA,6,NEVER MARRIED,9,M,3181567578,-2.283028372,29.95329407,RWANDA NYANZA BUSORO GITOVU GITEGA,GITOVUGITEGA,NYANZABUSORO
39,CT3448003390,,FELIX,HOPE, FELIX HOPE,SOUTH,NYANZA,BUSORO,GITOVU,GITEGA,2,1982,40,NIYIBIZI JEAN KAYIRANGA,3,LIVE IN A POLYGAMOUS UNION,6,M,3181567578,-2.283028372,29.95329407,RWANDA NYANZA BUSORO GITOVU GITEGA,GITOVUGITEGA,NYANZABUSORO
39,CTH858963568,NIYIBIZI,JEAN,KAYIRANGA,NIYIBIZI JEAN KAYIRANGA,SOUTH,NYANZA,BUSORO,GITOVU,GITEGA,9,,76,NIYIBIZI JEAN KAYIRANGA,6,NEVER MARRIED,6,M,3181567578,-2.283028372,29.95329407,RWANDA NYANZA BUSORO GITOVU GITEGA,GITOVUGITEGA,NYANZABUSORO
39,CYD715478912,VIATEUR,,,VIATEUR  ,SOUTH,NYANZA,BUSORO,GITOVU,GITEGA,,1961,62,NIYIBIZI JEAN KAYIRANGA,,,5,M,3181567578,-2.283028372,29.95329407,RWANDA NYANZA BUSORO GITOVU GITEGA,GITOVUGITEGA,NYANZABUSORO
40,D4X255970026,PIERE,CLAVER,AGABA,PIERE CLAVER AGABA,SOUTH,NYAMAGABE,GASAKA,REMERA,GITWA,,,84,BENISON MUHINDO,3,LIVE IN A POLYGAMOUS UNION,5,M,8985343771,-2.46859113,29.58465258,RWANDA NYAMAGABE GASAKA REMERA GITWA,REMERAGITWA,NYAMAGABEGASAKA
40,D7T717099086,MUSSA,,KARARA,MUSSA  KARARA,SOUTH,NYAMAGABE,GASAKA,REMERA,GITWA,,,63,BENISON MUHINDO,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,7,M,8985343771,-2.46859113,29.58465258,RWANDA NYAMAGABE GASAKA REMERA GITWA,REMERAGITWA,NYAMAGABEGASAKA
40,DB1768778667,BENISON,,MUHINDO,BENISON  MUHINDO,SOUTH,NYAMAGABE,GASAKA,REMERA,GITWA,3,1932,90,BENISON MUHINDO,5,SEPARATED,9,M,8985343771,-2.46859113,29.58465258,RWANDA NYAMAGABE GASAKA REMERA GITWA,REMERAGITWA,NYAMAGABEGASAKA
40,DC3840523317,GATORANO,,JUNIOR,GATORANO  JUNIOR,SOUTH,NYAMAGABE,GASAKA,REMERA,GITWA,2,2010,12,BENISON MUHINDO,6,NEVER MARRIED,10,M,8985343771,-2.46859113,29.58465258,RWANDA NYAMAGABE GASAKA REMERA GITWA,REMERAGITWA,NYAMAGABEGASAKA
41,DEN384517647,VALENTINE,,NIZEYIMANA,VALENTINE  NIZEYIMANA,WEST,NGORORERO,NYANGE,GASEKE,DUTWE,10,1947,78,MARIE ANGE NDAYISHIMIYE,5,SEPARATED,2,F,5144563102,-2.052755305,29.60015299,RWANDA NGORORERO NYANGE GASEKE DUTWE,GASEKEDUTWE,NGORORERONYANGE
41,DIM752506180,MUTESI,,ANDRE,MUTESI  ANDRE,WEST,NGORORERO,NYANGE,GASEKE,DUTWE,4,,15,MARIE ANGE NDAYISHIMIYE,6,NEVER MARRIED,12,F,5144563102,-2.052755305,29.60015299,RWANDA NGORORERO NYANGE GASEKE DUTWE,GASEKEDUTWE,NGORORERONYANGE
41,DMM807697672,MARIE,ANGE,NDAYISHIMIYE,MARIE ANGE NDAYISHIMIYE,WEST,NGORORERO,NYANGE,GASEKE,DUTWE,,2010,89,MARIE ANGE NDAYISHIMIYE,4,DIVORCED,3,M,5144563102,-2.052755305,29.60015299,RWANDA NGORORERO NYANGE GASEKE DUTWE,GASEKEDUTWE,NGORORERONYANGE
41,DNU829902998,BAHIZI,GASPARD,INNOCENT,BAHIZI GASPARD INNOCENT,WEST,NGORORERO,NYANGE,GASEKE,DUTWE,1,,10,MARIE ANGE NDAYISHIMIYE,6,NEVER MARRIED,3,M,5144563102,-2.052755305,29.60015299,RWANDA NGORORERO NYANGE GASEKE DUTWE,GASEKEDUTWE,NGORORERONYANGE
42,DQT925842518,NEZA,,RAMAZANI,NEZA  RAMAZANI,EAST,GATSIBO,NGARAMA,KARAMBI,KAMURI,8,,30,ELICAN VALENTINE,5,SEPARATED,3,F,9141548337,-1.501393847,30.24321364,RWANDA GATSIBO NGARAMA KARAMBI KAMURI,KARAMBIKAMURI,GATSIBONGARAMA
42,DQT925842518,NEZA,,RAMAZANI,NEZA  RAMAZANI,NORTH,GICUMBI,RWAMIKO,NYAGAHINGA,KIGAGA,,1992,33,ELICAN VALENTINE,5,SEPARATED,,F,9141548337,-1.568800233,30.11566288,RWANDA GICUMBI RWAMIKO NYAGAHINGA KIGAGA,NYAGAHINGAKIGAGA,GICUMBIRWAMIKO
42,DSX631009271,ELICAN,,VALENTINE,ELICAN  VALENTINE,NORTH,GICUMBI,RWAMIKO,NYAGAHINGA,KIGAGA,,,96,ELICAN VALENTINE,,,,M,9141548337,-1.568800233,30.11566288,RWANDA GICUMBI RWAMIKO NYAGAHINGA KIGAGA,NYAGAHINGAKIGAGA,GICUMBIRWAMIKO
42,DUH459763632,EMMY,PRINCE,UWAMARIYA,EMMY PRINCE UWAMARIYA,NORTH,GICUMBI,RWAMIKO,NYAGAHINGA,KIGAGA,5,1973,49,ELICAN VALENTINE,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,11,M,9141548337,-1.568800233,30.11566288,RWANDA GICUMBI RWAMIKO NYAGAHINGA KIGAGA,NYAGAHINGAKIGAGA,GICUMBIRWAMIKO
43,DXX145159030,GAHIGI,,HABIMANA,GAHIGI  HABIMANA,WEST,NGORORERO,BWIRA,KABARONDO,NYAKARAMBI,10,1990,32,LAMBERT KABERA,4,DIVORCED,6,M,7621647104,-1.861275719,29.62435483,RWANDA NGORORERO BWIRA KABARONDO NYAKARAMBI,KABARONDONYAKARAMBI,NGOROREROBWIRA
43,DYY234436095,NDAGIJIMANA,,NIZEYIMANA,NDAGIJIMANA  NIZEYIMANA,WEST,NGORORERO,BWIRA,KABARONDO,NYAKARAMBI,6,2002,20,LAMBERT KABERA,6,NEVER MARRIED,7,M,7621647104,-1.861275719,29.62435483,RWANDA NGORORERO BWIRA KABARONDO NYAKARAMBI,KABARONDONYAKARAMBI,NGOROREROBWIRA
43,DZJ434751496,AUDACE,,TWAHIRWA,AUDACE  TWAHIRWA,WEST,NGORORERO,BWIRA,KABARONDO,NYAKARAMBI,,1933,49,LAMBERT KABERA,7,WIDOWED,10,M,7621647104,-1.861275719,29.62435483,RWANDA NGORORERO BWIRA KABARONDO NYAKARAMBI,KABARONDONYAKARAMBI,NGOROREROBWIRA
43,E23596225011,LAMBERT,,KABERA,LAMBERT  KABERA,WEST,NGORORERO,BWIRA,KABARONDO,NYAKARAMBI,6,,93,LAMBERT KABERA,6,NEVER MARRIED,1,M,7621647104,-1.861275719,29.62435483,RWANDA NGORORERO BWIRA KABARONDO NYAKARAMBI,KABARONDONYAKARAMBI,NGOROREROBWIRA
44,E2E136268545,ALLYSCOFA,,NIYITEGEKA,ALLYSCOFA  NIYITEGEKA,KIGALI,GASABO,JABANA,KABUYE,NYAGASOZI,1,,69,KAKOZI ISSA,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,2,M,,-1.884119968,30.05556004,RWANDA GASABO JABANA KABUYE NYAGASOZI,KABUYENYAGASOZI,GASABOJABANA
44,E4I790925333,MUGISHA,,RUKUNDO,MUGISHA  RUKUNDO,KIGALI,GASABO,JABANA,KABUYE,NYAGASOZI,,,3,KAKOZI ISSA,6,NEVER MARRIED,7,M,,-1.884119968,30.05556004,RWANDA GASABO JABANA KABUYE NYAGASOZI,KABUYENYAGASOZI,GASABOJABANA
44,ECP854641535,NIWEMUGIZI,,GATARI,NIWEMUGIZI  GATARI,KIGALI,GASABO,JABANA,KABUYE,NYAGASOZI,5,2006,19,KAKOZI ISSA,6,NEVER MARRIED,9,M,,-1.884119968,30.05556004,RWANDA GASABO JABANA KABUYE NYAGASOZI,KABUYENYAGASOZI,GASABOJABANA
44,EFQ292659256,ARMEL,,NSENGA,ARMEL  NSENGA,KIGALI,GASABO,JABANA,KABUYE,NYAGASOZI,,1946,76,KAKOZI ISSA,6,NEVER MARRIED,12,M,,-1.884119968,30.05556004,RWANDA GASABO JABANA KABUYE NYAGASOZI,KABUYENYAGASOZI,GASABOJABANA
44,EHI314223541,,,ISSA,  ISSA,KIGALI,GASABO,JABANA,KABUYE,NYAGASOZI,3,,99,KAKOZI ISSA,6,NEVER MARRIED,7,M,,-1.884119968,30.05556004,RWANDA GASABO JABANA KABUYE NYAGASOZI,KABUYENYAGASOZI,GASABOJABANA
45,EJE566185827,WILLY,,GATARI,WILLY  GATARI,WEST,NYABIHU,JENDA,KAREBA,RUBARE,,1940,21,EMMY FRANCOIS,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,8,M,6099637466,-1.581963084,29.47394784,RWANDA NYABIHU JENDA KAREBA RUBARE,KAREBARUBARE,NYABIHUJENDA
45,EL7917901931,JUSTIN,,UMUTONI,JUSTIN  UMUTONI,WEST,NYABIHU,JENDA,KAREBA,RUBARE,3,1940,85,EMMY FRANCOIS,3,LIVE IN A POLYGAMOUS UNION,5,M,6099637466,-1.581963084,29.47394784,RWANDA NYABIHU JENDA KAREBA RUBARE,KAREBARUBARE,NYABIHUJENDA
45,ENX400046703,CHANI,,UWIZEYE,CHANI  UWIZEYE,WEST,NYABIHU,JENDA,KAREBA,RUBARE,4,1944,78,EMMY FRANCOIS,7,WIDOWED,9,F,6099637466,-1.581963084,29.47394784,RWANDA NYABIHU JENDA KAREBA RUBARE,KAREBARUBARE,NYABIHUJENDA
45,EPR123142666,EMMY,,FRANCOIS,EMMY  FRANCOIS,WEST,NYABIHU,JENDA,KAREBA,RUBARE,9,1935,87,EMMY FRANCOIS,3,LIVE IN A POLYGAMOUS UNION,12,,6099637466,-1.581963084,29.47394784,RWANDA NYABIHU JENDA KAREBA RUBARE,KAREBARUBARE,NYABIHUJENDA
45,EQF866073848,ROGER,,UWERA,ROGER  UWERA,WEST,NYABIHU,JENDA,KAREBA,RUBARE,6,2009,13,EMMY FRANCOIS,6,NEVER MARRIED,1,M,6099637466,-1.581963084,29.47394784,RWANDA NYABIHU JENDA KAREBA RUBARE,KAREBARUBARE,NYABIHUJENDA
46,EVD402242280,ISSA,,UMULISA,ISSA  UMULISA,EAST,NYAGATARE,KARAMA,CYENKWANZI,RUREMBO,1,1963,59,IRANKUNDA XAVIER MUGABE,,,10,M,,-1.374392937,30.19821881,RWANDA NYAGATARE KARAMA CYENKWANZI RUREMBO,CYENKWANZIRUREMBO,NYAGATAREKARAMA
46,EVI334428460,CESAR,,UMULISA,CESAR  UMULISA,EAST,NYAGATARE,KARAMA,CYENKWANZI,RUREMBO,,1932,3,IRANKUNDA XAVIER MUGABE,6,NEVER MARRIED,6,M,,-1.374392937,30.19821881,RWANDA NYAGATARE KARAMA CYENKWANZI RUREMBO,CYENKWANZIRUREMBO,NYAGATAREKARAMA
46,EZR488352561,JEAN,BAPTISTE,MUKAMA,JEAN BAPTISTE MUKAMA,EAST,NYAGATARE,KARAMA,CYENKWANZI,RUREMBO,6,,47,IRANKUNDA XAVIER MUGABE,3,LIVE IN A POLYGAMOUS UNION,12,M,,-1.374392937,30.19821881,RWANDA NYAGATARE KARAMA CYENKWANZI RUREMBO,CYENKWANZIRUREMBO,NYAGATAREKARAMA
46,F2L495192595,IRANKUNDA,XAVIER,MUGABE,IRANKUNDA XAVIER MUGABE,EAST,NYAGATARE,KARAMA,CYENKWANZI,RUREMBO,,,,IRANKUNDA XAVIER MUGABE,4,DIVORCED,9,M,,-1.374392937,30.19821881,RWANDA NYAGATARE KARAMA CYENKWANZI RUREMBO,CYENKWANZIRUREMBO,NYAGATAREKARAMA
47,F44464506408,THEOBALD,,MUNYANEZA,THEOBALD  MUNYANEZA,KIGALI,NYARUGENGE,KANYINYA,NYAMWERU,RUHENGERI,11,1985,37,BENJAMIN MULINDA,5,SEPARATED,,F,,-1.936701021,30.02632138,RWANDA NYARUGENGE KANYINYA NYAMWERU RUHENGERI,NYAMWERURUHENGERI,NYARUGENGEKANYINYA
