hid,puid,forename,middlenm,last_name,names,province,district,sector,cellule,village,month,year,age,HoH,marstat,marstatdesc,relationship,sex,telephone,lat,long,full_loc,Eaid,Dsid
24,A44383367871,RITA,,TWAGIRAYEZU,RITA  TWAGIRAYEZU,WEST,RUSIZI,BUGARAMA,RYANKANA,KAYENZI,4,1956,66,SAMANTHA MAHORO,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,7,F,5982579619,-2.703778364,29.00802601,RWANDA RUSIZI BUGARAMA RYANKANA KAYENZI,RYANKANAKAYENZI,RUSIZIBUGARAMA
24,A4D035953573,QUDDUS,,CLAUDINE,QUDDUS  CLAUDINE,SOUTH,HUYE,NGOMA,BUTARE,BUKINANYANA,6,1947,75,SAMANTHA MAHORO,3,LIVE IN A POLYGAMOUS UNION,,M,5982579619,-2.704892921,29.02596462,RWANDA HUYE NGOMA BUTARE BUKINANYANA,BUTAREBUKINANYANA,HUYENGOMA
24,A4D035953573,QUDDUS,,CLAUDINE,QUDDUS  CLAUDINE,WEST,RUSIZI,BUGARAMA,RYANKANA,KAYENZI,6,1996,77,SAMANTHA MAHORO,3,LIVE IN A POLYGAMOUS UNION,1,M,5982579619,-2.703778364,29.00802601,RWANDA RUSIZI BUGARAMA RYANKANA KAYENZI,RYANKANAKAYENZI,RUSIZIBUGARAMA
24,AAC417926465,SAMANTHA,,MAHORO,SAMANTHA  MAHORO,WEST,RUSIZI,BUGARAMA,RYANKANA,KAYENZI,,1945,77,SAMANTHA MAHORO,6,NEVER MARRIED,8,F,5982579619,-2.703778364,29.00802601,RWANDA RUSIZI BUGARAMA RYANKANA KAYENZI,RYANKANAKAYENZI,RUSIZIBUGARAMA
24,AAV554715583,JOSH,,MUGARURA,JOSH  MUGARURA,WEST,RUSIZI,BUGARAMA,RYANKANA,KAYENZI,10,1979,43,SAMANTHA MAHORO,6,NEVER MARRIED,7,M,5982579619,-2.703778364,29.00802601,RWANDA RUSIZI BUGARAMA RYANKANA KAYENZI,RYANKANAKAYENZI,RUSIZIBUGARAMA
26,AJ5218293911,GAKURU,,GATO,GAKURU  GATO,NORTH,BURERA,RWERERE,RUGARI,MUSHUBI,3,1922,100,GAKURU GATO,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,7,M,2199052804,-1.380623422,29.71324928,RWANDA BURERA RWERERE RUGARI MUSHUBI,RUGARIMUSHUBI,BURERARWERERE
26,AJ5218293911,GAKURU,,GATO,GAKURU  GATO,NORTH,BURERA,RWERERE,RUGARI,MUSHUBI,12,,100,GAKURU GATO,,,,M,2199052704,-1.380623422,29.71324928,RWANDA BURERA RWERERE RUGARI MUSHUBI,RUGARIMUSHUBI,BURERARWERERE
26,ANH017192163,AKALIZA,,JOEL,AKALIZA  JOEL,NORTH,BURERA,RWERERE,RUGARI,MUSHUBI,11,1962,60,GAKURU GATO,4,DIVORCED,8,F,2199052704,-1.380623422,29.71324928,RWANDA BURERA RWERERE RUGARI MUSHUBI,RUGARIMUSHUBI,BURERARWERERE
26,AP4804589614,ANGELOTI,,NIYIGENA,ANGELOTI  NIYIGENA,NORTH,BURERA,RWERERE,RUGARI,MUSHUBI,10,2003,19,GAKURU GATO,3,LIVE IN A POLYGAMOUS UNION,4,M,2199052704,-1.380623422,29.71324928,RWANDA BURERA RWERERE RUGARI MUSHUBI,RUGARIMUSHUBI,BURERARWERERE
26,APG410329624,SRAPHIN,,NSABIMANA,SRAPHIN  NSABIMANA,NORTH,BURERA,RWERERE,RUGARI,MUSHUBI,,,95,GAKURU GATO,6,NEVER MARRIED,13,M,2199052704,-1.380623422,29.71324928,RWANDA BURERA RWERERE RUGARI MUSHUBI,RUGARIMUSHUBI,BURERARWERERE
27,ARD335684227,SHEMASA,,NGARAMBE,SHEMASA  NGARAMBE,EAST,RWAMAGANA,GAHENGERI,KAGEZI,SAMATARE,2,2009,14,ISARO SOLANGE,6,NEVER MARRIED,7,F,,-1.966234689,30.32042841,RWANDA RWAMAGANA GAHENGERI KAGEZI SAMATARE,KAGEZISAMATARE,RWAMAGANAGAHENGERI
27,AT9405362812,BOLIVE,,UWINEZA,BOLIVE  UWINEZA,EAST,RWAMAGANA,GAHENGERI,KAGEZI,SAMATARE,10,,,ISARO SOLANGE,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,6,F,,-1.966234689,30.32042841,RWANDA RWAMAGANA GAHENGERI KAGEZI SAMATARE,KAGEZISAMATARE,RWAMAGANAGAHENGERI
27,AU4018047004,,,SOLANGE,  SOLANGE,EAST,RWAMAGANA,GAHENGERI,KAGEZI,SAMATARE,11,,80,ISARO SOLANGE,,,13,F,,-1.966234689,30.32042841,RWANDA RWAMAGANA GAHENGERI KAGEZI SAMATARE,KAGEZISAMATARE,RWAMAGANAGAHENGERI
29,AZC929139495,CHANISE,,JANVIER,CHANISE  JANVIER,SOUTH,NYAMAGABE,GASAKA,REMERA,GITWA,,1967,55,CHANISE JANVIER,4,DIVORCED,9,F,8535658894,-2.468483941,29.58418052,RWANDA NYAMAGABE GASAKA REMERA GITWA,REMERAGITWA,NYAMAGABEGASAKA
29,B3X292907229,JEAN,,UWIMANA,JEAN  UWIMANA,SOUTH,NYAMAGABE,GASAKA,REMERA,GITWA,,1975,47,CHANISE JANVIER,4,DIVORCED,9,M,8535658894,-2.468483941,29.58418052,RWANDA NYAMAGABE GASAKA REMERA GITWA,REMERAGITWA,NYAMAGABEGASAKA
29,BA2464827205,KARENZI,,BEATRICE,KARENZI  BEATRICE,SOUTH,NYAMAGABE,GASAKA,REMERA,GITWA,,1989,33,CHANISE JANVIER,7,WIDOWED,13,M,8535658894,-2.468483941,29.58418052,RWANDA NYAMAGABE GASAKA REMERA GITWA,REMERAGITWA,NYAMAGABEGASAKA
29,BAN842034408,DAVY,,MWESIGYE,DAVY  MWESIGYE,SOUTH,NYAMAGABE,GASAKA,REMERA,GITWA,1,,25,CHANISE JANVIER,7,WIDOWED,5,M,8535658894,-2.468483941,29.58418052,RWANDA NYAMAGABE GASAKA REMERA GITWA,REMERAGITWA,NYAMAGABEGASAKA
30,BAY097123961,INNOCENT,,UMURERWA,INNOCENT  UMURERWA,KIGALI,KICUKIRO,GATENGA,KARAMBO,KAMABUYE,8,1999,23,HAPPY KABERA,6,NEVER MARRIED,7,M,7244018688,-1.985459631,30.05718929,RWANDA KICUKIRO GATENGA KARAMBO KAMABUYE,KARAMBOKAMABUYE,KICUKIROGATENGA
30,BBL713505981,HAPPY,,KABERA,HAPPY  KABERA,KIGALI,KICUKIRO,GATENGA,KARAMBO,KAMABUYE,,1938,77,HAPPY KABERA,4,DIVORCED,3,M,7244018688,-1.985459631,30.05718929,RWANDA KICUKIRO GATENGA KARAMBO KAMABUYE,KARAMBOKAMABUYE,KICUKIROGATENGA
30,BHQ493972194,MWENEDATA,,ALINE,MWENEDATA  ALINE,KIGALI,KICUKIRO,GATENGA,KARAMBO,KAMABUYE,2,2021,1,HAPPY KABERA,6,NEVER MARRIED,7,M,7244018688,-1.985459631,30.05718929,RWANDA KICUKIRO GATENGA KARAMBO KAMABUYE,KARAMBOKAMABUYE,KICUKIROGATENGA
31,BIB950269981,MUTONI,,DIANE,MUTONI  DIANE,WEST,RUSIZI,BUGARAMA,RYANKANA,KAYENZI,3,,85,MUTONI DIANE,7,WIDOWED,11,F,,-2.694218859,29.01476371,RWANDA RUSIZI BUGARAMA RYANKANA KAYENZI,RYANKANAKAYENZI,RUSIZIBUGARAMA
31,BIX395404283,ROYAL,,UWAMARIYA,ROYAL  UWAMARIYA,WEST,RUSIZI,BUGARAMA,RYANKANA,KAYENZI,2,,40,MUTONI DIANE,5,SEPARATED,8,,,-2.694218859,29.01476371,RWANDA RUSIZI BUGARAMA RYANKANA KAYENZI,RYANKANAKAYENZI,RUSIZIBUGARAMA
31,BKA144081998,ADOLPHE,,AUGUSTI,ADOLPHE  AUGUSTI,WEST,RUSIZI,BUGARAMA,RYANKANA,KAYENZI,,2005,17,MUTONI DIANE,6,NEVER MARRIED,13,M,,-2.694218859,29.01476371,RWANDA RUSIZI BUGARAMA RYANKANA KAYENZI,RYANKANAKAYENZI,RUSIZIBUGARAMA
31,BKO108806645,MARIE,LOUISE,,MARIE LOUISE ,WEST,RUSIZI,BUGARAMA,RYANKANA,KAYENZI,1,1972,50,MUTONI DIANE,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,,F,,-2.694218859,29.01476371,RWANDA RUSIZI BUGARAMA RYANKANA KAYENZI,RYANKANAKAYENZI,RUSIZIBUGARAMA
33,BPS437509241,JOHN,MARRY,VITAL,JOHN MARRY VITAL,KIGALI,KICUKIRO,GATENGA,NYANZA,TABA,6,1952,70,JOHN MARRY VITAL,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,5,M,9215743537,-1.989072994,30.08978298,RWANDA KICUKIRO GATENGA NYANZA TABA,NYANZATABA,KICUKIROGATENGA
33,BPW898270968,,,MBARUSHIMANA,  MBARUSHIMANA,KIGALI,KICUKIRO,GATENGA,NYANZA,TABA,8,1986,67,JOHN MARRY VITAL,3,LIVE IN A POLYGAMOUS UNION,5,F,9215743537,-1.989072994,30.08978298,RWANDA KICUKIRO GATENGA NYANZA TABA,NYANZATABA,KICUKIROGATENGA
34,BSX819088908,PAT,,KAMANZI,PAT  KAMANZI,KIGALI,NYARUGENGE,GITEGA,KIGARAMA,INGENZI,8,2021,4,SEDHAR KUBWIMANA,6,NEVER MARRIED,3,F,1004279617,-1.956537934,30.055013,RWANDA NYARUGENGE GITEGA KIGARAMA INGENZI,KIGARAMAINGENZI,NYARUGENGEGITEGA
34,BUS362554019,SEDHAR,,KUBMANA,SEDHAR  KUBMANA,KIGALI,NYARUGENGE,GITEGA,KIGARAMA,INGENZI,7,,47,SEDHAR KUBWIMANA,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,10,M,1004279617,-1.956537934,30.055013,RWANDA NYARUGENGE GITEGA KIGARAMA INGENZI,KIGARAMAINGENZI,NYARUGENGEGITEGA
34,C2B368543840,ISMAEL,,STRATON,ISMAEL  STRATON,KIGALI,NYARUGENGE,GITEGA,KIGARAMA,INGENZI,,1984,9,SEDHAR KUBWIMANA,6,NEVER MARRIED,12,M,1004279617,-1.956537934,30.055013,RWANDA NYARUGENGE GITEGA KIGARAMA INGENZI,KIGARAMAINGENZI,NYARUGENGEGITEGA
35,C3Z489676537,UWAMAHORO,,DAMAS,UWAMAHORO  DAMAS,EAST,KIREHE,GAHARA,MUHAMBA,CYOBAHARAYE,5,,61,UWAMAHORO DAMAS,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,5,F,4246322811,-2.256837038,30.65054584,RWANDA KIREHE GAHARA MUHAMBA CYOBAHARAYE,MUHAMBACYOBAHARAYE,KIREHEGAHARA
35,C47524321394,AMANDA,,KAYITESI,AMANDA  KAYITESI,EAST,KIREHE,GAHARA,MUHAMBA,CYOBAHARAYE,11,1974,48,UWAMAHORO DAMAS,4,DIVORCED,8,F,4246322811,-2.256837038,30.65054584,RWANDA KIREHE GAHARA MUHAMBA CYOBAHARAYE,MUHAMBACYOBAHARAYE,KIREHEGAHARA
36,C4O068308716,BERTRAND,,GATETE,BERTRAND  GATETE,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,2,1924,98,BERTRAND GATETE,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,13,M,9721083915,-2.189825616,29.90098984,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI
36,CDD419821306,IRAKOZE,,BUTERA,IRAKOZE  BUTERA,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,5,1966,56,BERTRAND GATETE,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,,M,9721083915,-2.189825616,29.90098984,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI
36,CGG844439876,BRUNO,,BOSCO,BRUNO  BOSCO,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,9,1943,5,BERTRAND GATETE,6,NEVER MARRIED,8,M,9721083915,-2.189825616,29.90098984,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI
37,CGH069944424,,,BEATRICE,  BEATRICE,EAST,KAYONZA,GAHINI,JURU,MIKINGA,11,2014,8,YANNICK NIYO,,,6,M,9898482048,-1.847123533,30.5053539,RWANDA KAYONZA GAHINI JURU MIKINGA,JURUMIKINGA,KAYONZAGAHINI
37,CI5143190272,MARIE,CHANTAL,MUTABAZI,MARIE CHANTAL MUTABAZI,EAST,KAYONZA,GAHINI,JURU,MIKINGA,,1980,42,YANNICK NIYO,5,SEPARATED,3,F,9898482048,-1.847123533,30.5053539,RWANDA KAYONZA GAHINI JURU MIKINGA,JURUMIKINGA,KAYONZAGAHINI
37,CIF019441339,YANNICK,,NIYO,YANNICK  NIYO,EAST,KAYONZA,GAHINI,JURU,MIKINGA,10,,60,YANNICK NIYO,7,WIDOWED,7,M,9898482048,-1.847123533,30.5053539,RWANDA KAYONZA GAHINI JURU MIKINGA,JURUMIKINGA,KAYONZAGAHINI
38,CIG589022929,DIVINE,MIMY,GASANA,DIVINE MIMY GASANA,EAST,KAYONZA,GAHINI,JURU,NYABUGOGO,5,,61,CHRIS KABAGAMBE,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,,F,1038636624,-1.847123533,30.5053539,RWANDA KAYONZA GAHINI JURU NYABUGOGO,JURUNYABUGOGO,KAYONZAGAHINI
38,CKH811067880,CHRIS,,KABAGAMBE,CHRIS  KABAGAMBE,EAST,KAYONZA,GAHINI,JURU,NYABUGOGO,2,1929,93,CHRIS KABAGAMBE,4,DIVORCED,7,M,1038636624,-1.847123533,30.5053539,RWANDA KAYONZA GAHINI JURU NYABUGOGO,JURUNYABUGOGO,KAYONZAGAHINI
38,CKI249688560,KASSIM,,NDAYISHIMIYE,KASSIM  NDAYISHIMIYE,EAST,KAYONZA,GAHINI,JURU,NYABUGOGO,,1949,74,CHRIS KABAGAMBE,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,11,M,1038636624,-1.847123533,30.5053539,RWANDA KAYONZA GAHINI JURU NYABUGOGO,JURUNYABUGOGO,KAYONZAGAHINI
39,CME291687952,JAPHET,,ALAIN,JAPHET  ALAIN,SOUTH,NYANZA,BUSORO,GITOVU,GITEGA,8,2019,3,NIYIBIZI JEAN KAYIRANGA,6,NEVER MARRIED,9,M,3181567578,-2.283028372,29.95329407,RWANDA NYANZA BUSORO GITOVU GITEGA,GITOVUGITEGA,NYANZABUSORO
39,CT3448003390,JEAN,FELIX,HOPE,JEAN FELIX HOPE,SOUTH,NYANZA,BUSORO,GITOVU,GITEGA,5,1982,40,NIYIBIZI JEAN KAYIRANGA,3,LIVE IN A POLYGAMOUS UNION,6,M,3181567578,-2.283028372,29.95329407,RWANDA NYANZA BUSORO GITOVU GITEGA,GITOVUGITEGA,NYANZABUSORO
39,CTH858963568,NIYIBIZI,JEAN,KAYIRANGA,NIYIBIZI JEAN KAYIRANGA,SOUTH,NYANZA,BUSORO,GITOVU,GITEGA,12,1948,74,NIYIBIZI JEAN KAYIRANGA,6,NEVER MARRIED,6,M,3181567578,-2.283028372,29.95329407,RWANDA NYANZA BUSORO GITOVU GITEGA,GITOVUGITEGA,NYANZABUSORO
39,CYD715478912,VIEUR,,,VIEUR  ,SOUTH,NYANZA,BUSORO,GITOVU,GITEGA,,1961,61,NIYIBIZI JEAN KAYIRANGA,7,WIDOWED,5,M,3181567578,-2.283028372,29.95329407,RWANDA NYANZA BUSORO GITOVU GITEGA,GITOVUGITEGA,NYANZABUSORO
40,D4X255970026,PIERRE,CLAVER,AGABA,PIERRE CLAVER AGABA,SOUTH,NYAMAGABE,GASAKA,REMERA,GITWA,,,85,BENISON MUHINDO,3,LIVE IN A POLYGAMOUS UNION,5,M,7432145448,-2.469909551,29.58338658,RWANDA NYAMAGABE GASAKA REMERA GITWA,REMERAGITWA,NYAMAGABEGASAKA
40,D7T717099086,MUSSA,,KARARA,MUSSA  KARARA,SOUTH,NYAMAGABE,GASAKA,REMERA,GITWA,11,,63,BENISON MUHINDO,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,,M,7432145448,-2.469909551,29.58338658,RWANDA NYAMAGABE GASAKA REMERA GITWA,REMERAGITWA,NYAMAGABEGASAKA
40,DB1768778667,BENISON,,MUHINDO,BENISON  MUHINDO,SOUTH,NYAMAGABE,GASAKA,REMERA,GITWA,8,1932,91,BENISON MUHINDO,5,SEPARATED,9,M,7432145448,-2.469909551,29.58338658,RWANDA NYAMAGABE GASAKA REMERA GITWA,REMERAGITWA,NYAMAGABEGASAKA
40,DC3840523317,GATORANO,,JUNIOR,GATORANO  JUNIOR,SOUTH,NYAMAGABE,GASAKA,REMERA,GITWA,3,1991,15,BENISON MUHINDO,6,NEVER MARRIED,10,M,7432145448,-2.469909551,29.58338658,RWANDA NYAMAGABE GASAKA REMERA GITWA,REMERAGITWA,NYAMAGABEGASAKA
41,DEN384517647,VALENTINE,,NIZEYIMANA,VALENTINE  NIZEYIMANA,WEST,NGORORERO,NYANGE,GASEKE,DUTWE,10,1947,75,MARIE ANGE NDAYISHIMIYE,5,SEPARATED,2,F,5144563102,-2.053452232,29.59865096,RWANDA NGORORERO NYANGE GASEKE DUTWE,GASEKEDUTWE,NGORORERONYANGE
41,DIM752506180,MUTESI,,ANDR,MUTESI  ANDR,WEST,NGORORERO,NYANGE,GASEKE,DUTWE,,2010,12,MARIE ANGE NDAYISHIMIYE,6,NEVER MARRIED,12,F,5144563102,-2.053452232,29.59865096,RWANDA NGORORERO NYANGE GASEKE DUTWE,GASEKEDUTWE,NGORORERONYANGE
41,DMM807697672,MARIE,ANGE,NDAYISHIMIYE,MARIE ANGE NDAYISHIMIYE,WEST,NGORORERO,NYANGE,GASEKE,DUTWE,7,,89,MARIE ANGE NDAYISHIMIYE,4,DIVORCED,3,F,5144563102,-2.053452232,29.59865096,RWANDA NGORORERO NYANGE GASEKE DUTWE,GASEKEDUTWE,NGORORERONYANGE
41,DNU829902998,BAHIZI,GASPARD,INNOCENT,BAHIZI GASPARD INNOCENT,WEST,NGORORERO,NYANGE,GASEKE,DUTWE,10,,11,MARIE ANGE NDAYISHIMIYE,6,NEVER MARRIED,3,M,5144563102,-2.053452232,29.59865096,RWANDA NGORORERO NYANGE GASEKE DUTWE,GASEKEDUTWE,NGORORERONYANGE
42,DQT925842518,NEZA,,RAMAZANI,NEZA  RAMAZANI,NORTH,GICUMBI,RWAMIKO,NYAGAHINGA,KIGAGA,12,1992,30,ELICAN VALENTINE,5,SEPARATED,3,F,,-1.568457038,30.11008389,RWANDA GICUMBI RWAMIKO NYAGAHINGA KIGAGA,NYAGAHINGAKIGAGA,GICUMBIRWAMIKO
42,DSX631009271,ELICAN,,VALENTINE,ELICAN  VALENTINE,NORTH,GICUMBI,RWAMIKO,NYAGAHINGA,KIGAGA,,,99,ELICAN VALENTINE,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,8,M,,-1.568457038,30.11008389,RWANDA GICUMBI RWAMIKO NYAGAHINGA KIGAGA,NYAGAHINGAKIGAGA,GICUMBIRWAMIKO
42,DUH459763632,EMMY,PRINCE,UWAMARIYA,EMMY PRINCE UWAMARIYA,NORTH,GICUMBI,RWAMIKO,NYAGAHINGA,KIGAGA,9,1963,52,ELICAN VALENTINE,,,,M,,-1.568457038,30.11008389,RWANDA GICUMBI RWAMIKO NYAGAHINGA KIGAGA,NYAGAHINGAKIGAGA,GICUMBIRWAMIKO
43,DXX145159030,,,HABIMANA,  HABIMANA,WEST,NGORORERO,BWIRA,KABARONDO,NYAKARAMBI,12,,32,LAMBERT KABERA,,,6,M,7621647104,-1.861389001,29.62415236,RWANDA NGORORERO BWIRA KABARONDO NYAKARAMBI,KABARONDONYAKARAMBI,NGOROREROBWIRA
43,DYY234436095,NDAGIJIMANA,,NIZEYIMANA,NDAGIJIMANA  NIZEYIMANA,WEST,NGORORERO,BWIRA,KABARONDO,NYAKARAMBI,6,2002,22,LAMBERT KABERA,6,NEVER MARRIED,7,M,7621647104,-1.861389001,29.62415236,RWANDA NGORORERO BWIRA KABARONDO NYAKARAMBI,KABARONDONYAKARAMBI,NGOROREROBWIRA
43,DZJ434751496,AUDACE,,TWAHIRWA,AUDACE  TWAHIRWA,WEST,NGORORERO,BWIRA,KABARONDO,NYAKARAMBI,10,1973,49,LAMBERT KABERA,7,WIDOWED,10,M,7621647104,-1.861389001,29.62415236,RWANDA NGORORERO BWIRA KABARONDO NYAKARAMBI,KABARONDONYAKARAMBI,NGOROREROBWIRA
43,E23596225011,LAMBERT,,KABERA,LAMBERT  KABERA,KIGALI,GASABO,GATSATA,KARURUMA,BUSASAMANA,6,1932,90,LAMBERT KABERA,6,NEVER MARRIED,1,M,7621647104,-1.910112833,30.04665016,RWANDA GASABO GATSATA KARURUMA BUSASAMANA,KARURUMABUSASAMANA,GASABOGATSATA
43,E23596225011,LAMBERT,,KABERA,LAMBERT  KABERA,WEST,NGORORERO,BWIRA,KABARONDO,NYAKARAMBI,6,2001,90,LAMBERT KABERA,6,NEVER MARRIED,1,M,7621647104,-1.861389001,29.62415236,RWANDA NGORORERO BWIRA KABARONDO NYAKARAMBI,KABARONDONYAKARAMBI,NGOROREROBWIRA
45,EJE566185827,WILLY,,GATARI,WILLY  GATARI,WEST,NYABIHU,JENDA,KAREBA,RUBARE,6,1971,21,EMMY FRANCOIS,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,8,M,6099637466,-1.58152337,29.47568591,RWANDA NYABIHU JENDA KAREBA RUBARE,KAREBARUBARE,NYABIHUJENDA
45,EL7917901931,JUSTIN,,UMUTONI,JUSTIN  UMUTONI,WEST,NYABIHU,JENDA,KAREBA,RUBARE,8,,85,EMMY FRANCOIS,3,LIVE IN A POLYGAMOUS UNION,5,M,6099637466,-1.58152337,29.47568591,RWANDA NYABIHU JENDA KAREBA RUBARE,KAREBARUBARE,NYABIHUJENDA
45,ENX400046703,CHANISE,,UWIZEYE,CHANISE  UWIZEYE,WEST,NYABIHU,JENDA,KAREBA,RUBARE,4,1944,81,EMMY FRANCOIS,7,WIDOWED,9,F,6099637466,-1.58152337,29.47568591,RWANDA NYABIHU JENDA KAREBA RUBARE,KAREBARUBARE,NYABIHUJENDA
45,EPR123142666,EMMY,,FRANC,EMMY  FRANC,WEST,NYABIHU,JENDA,KAREBA,RUBARE,,1935,88,EMMY FRANCOIS,3,LIVE IN A POLYGAMOUS UNION,12,,6099637466,-1.58152337,29.47568591,RWANDA NYABIHU JENDA KAREBA RUBARE,KAREBARUBARE,NYABIHUJENDA
45,EQF866073848,ROGER,,UWERA,ROGER  UWERA,WEST,NYABIHU,JENDA,KAREBA,RUBARE,,,13,EMMY FRANCOIS,6,NEVER MARRIED,1,M,6099637466,-1.58152337,29.47568591,RWANDA NYABIHU JENDA KAREBA RUBARE,KAREBARUBARE,NYABIHUJENDA
46,EVD402242280,ISSA,,UMULISA,ISSA  UMULISA,EAST,NYAGATARE,KARAMA,CYENKWANZI,RUREMBO,,1963,59,IRANKUNDA XAVIER MUGABE,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,10,M,2141447854,-1.374392937,30.19821881,RWANDA NYAGATARE KARAMA CYENKWANZI RUREMBO,CYENKWANZIRUREMBO,NYAGATAREKARAMA
46,EVI334428460,,,UMULISA,  UMULISA,EAST,NYAGATARE,KARAMA,CYENKWANZI,RUREMBO,9,,6,IRANKUNDA XAVIER MUGABE,6,NEVER MARRIED,6,M,2141447854,-1.374392937,30.19821881,RWANDA NYAGATARE KARAMA CYENKWANZI RUREMBO,CYENKWANZIRUREMBO,NYAGATAREKARAMA
46,EZR488352561,JEAN,BAPTISTE,MUKAMA,JEAN BAPTISTE MUKAMA,EAST,NYAGATARE,KARAMA,CYENKWANZI,RUREMBO,1,1956,45,IRANKUNDA XAVIER MUGABE,3,LIVE IN A POLYGAMOUS UNION,12,M,2141447854,-1.374392937,30.19821881,RWANDA NYAGATARE KARAMA CYENKWANZI RUREMBO,CYENKWANZIRUREMBO,NYAGATAREKARAMA
46,F2L495192595,IRANKUNDA,XAVIER,MUGABE,IRANKUNDA XAVIER MUGABE,EAST,NYAGATARE,KARAMA,CYENKWANZI,RUREMBO,,,70,IRANKUNDA XAVIER MUGABE,4,DIVORCED,9,M,2141447854,-1.374392937,30.19821881,RWANDA NYAGATARE KARAMA CYENKWANZI RUREMBO,CYENKWANZIRUREMBO,NYAGATAREKARAMA
47,F44464506408,THEOBALD,,MUNYANEZA,THEOBALD  MUNYANEZA,KIGALI,NYARUGENGE,KANYINYA,NYAMWERU,RUHENGERI,11,1985,37,BENJAMIN MULINDA,5,SEPARATED,8,F,2136858194,-1.936701021,30.02632138,RWANDA NYARUGENGE KANYINYA NYAMWERU RUHENGERI,NYAMWERURUHENGERI,NYARUGENGEKANYINYA
47,FAA264151688,BENJAMIN,,MULINDA,BENJAMIN  MULINDA,KIGALI,NYARUGENGE,KANYINYA,NYAMWERU,RUHENGERI,5,1925,97,BENJAMIN MULINDA,4,DIVORCED,13,M,2136858194,-1.936701021,30.02632138,RWANDA NYARUGENGE KANYINYA NYAMWERU RUHENGERI,NYAMWERURUHENGERI,NYARUGENGEKANYINYA
47,FAR579973508,IRAGENA,,ALOYS,IRAGENA  ALOYS,EAST,GATSIBO,REMERA,RWARENGA,NYARUBUYE,,2011,11,BENJAMIN MULINDA,6,NEVER MARRIED,,F,2136858194,-1.699751298,30.31087259,RWANDA GATSIBO REMERA RWARENGA NYARUBUYE,RWARENGANYARUBUYE,GATSIBOREMERA
47,FAR579973508,IRAGENA,,ALOYS,IRAGENA  ALOYS,KIGALI,NYARUGENGE,KANYINYA,NYAMWERU,RUHENGERI,,2011,11,BENJAMIN MULINDA,6,NEVER MARRIED,3,F,2136858194,-1.936701021,30.02632138,RWANDA NYARUGENGE KANYINYA NYAMWERU RUHENGERI,NYAMWERURUHENGERI,NYARUGENGEKANYINYA
48,FFF694733889,SOLANGE,,BIZIMANA,SOLANGE  BIZIMANA,WEST,NYABIHU,MUKAMIRA,JABA,HESHA,,2000,22,LORRAINE NSABIMANA,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,8,F,,-1.604841381,29.50372412,RWANDA NYABIHU MUKAMIRA JABA HESHA,JABAHESHA,NYABIHUMUKAMIRA
48,FIJ504434399,LORRAINE,,NSABIMANA,LORRAINE  NSABIMANA,WEST,NYABIHU,MUKAMIRA,JABA,HESHA,9,,,LORRAINE NSABIMANA,3,LIVE IN A POLYGAMOUS UNION,8,F,,-1.604841381,29.50372412,RWANDA NYABIHU MUKAMIRA JABA HESHA,JABAHESHA,NYABIHUMUKAMIRA
48,FKG690819243,LINDA,,HABIMANA,LINDA  HABIMANA,WEST,NYABIHU,MUKAMIRA,JABA,HESHA,,1966,57,LORRAINE NSABIMANA,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,2,F,,-1.604841381,29.50372412,RWANDA NYABIHU MUKAMIRA JABA HESHA,JABAHESHA,NYABIHUMUKAMIRA
49,FKX110869062,UWAO,PATRICK,CLAVUER,UWAO PATRICK CLAVUER,KIGALI,KICUKIRO,KAGARAMA,MUYANGE,MUYANGE,1,1928,32,PACIFIC MUTESI,,,2,M,7205463613,-1.999910066,30.12524121,RWANDA KICUKIRO KAGARAMA MUYANGE MUYANGE,MUYANGEMUYANGE,KICUKIROKAGARAMA
